OBJECTID,DATA_DATE,ROUTE_COMM,HTRIS_ID,ROUTE_ALIA,START_LABE,END_LABEL,ADT,ADT_QUALIT,PERCENT_4_,PERCENT_BU,PERCENT_TR,PERCENT__1,PERCENT__2,PERCENT__3,CLASS_QUAL,K_FACTOR,K_FACTOR_Q,DIRECTION_,AAWDT,AAWDT_QUAL,LOC_COMP_D,ROUTE_FROM,FROM_JURIS,ROUTE_TO_M,TO_JURISDI,PEAK_SINGL,PEAK_COMBI,DATA_CUSTO,METADATA_U,ROUTE_NAME,EVENT_SOUR,EVENT_LOCA,EVENT_COMP,MAXIMUMSCA,ROUTE_CO_1,DATA_YEARO,Shape_STLength__,Shape_Length
56,21-DEC-07,SC-1256N (Montgomery County),  6001256,60-1256 Falcon Ridge Rd,60-1257 Quailwood Dr,60-1255 Deercroft Dr,240,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.19,Montgomery County,0.67,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC01256NB,754251,1,1,48000,SC-1256N (Montgomery County) - ADT 240,2007,965.0867982,0.00726338738869799
57,21-MAR-08,SC-634N (Floyd County),  3100634,31-634 Level Bottom Rd,1.20 ME 31-610,31-808 Diamond Knob Rd,20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.2,Floyd County,1.7,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00634NB,737509,1,1,48000,SC-634N (Floyd County) - ADT 20,2008,951.21871044,0.00779493353782293
58,12-JUL-07,SC-1013E (Bedford County),  0901013,09-1013 Huntingwood Blvd,Dead End,09-1014 Calumet Ct,180,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.19,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01013EB,706170,1,1,48000,SC-1013E (Bedford County) - ADT 180,2007,381.50649072,0.00313250257059628
59,05-MAR-10,SC-1110E (Botetourt County),  1101110,11-1110 Keswick Farm Rd,11-1112 Charolais Circle,11-651 Sunset Ave,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.07,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC01110EB,707392,1,1,48000,SC-1110E (Botetourt County) - ADT 70,2010,160.17683895,0.00143399792560179
60,26-SEP-11,SC-1620N (Franklin County),  3301620,33-1620 Mill Race Rd,33-919 Grassy Hill Rd,Dead End,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.16,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01620NB,739224,1,1,48000,SC-1620N (Franklin County) - ADT 30,2011,362.40992419,0.00270415084957781
61,10-MAR-10,SC-778N (Botetourt County),  1100778,11-778 Hunters Trail,11-657 Rainbow Forest Dr,11-777 Beachview Lane,390,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.12,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00778NB,707172,1,1,24000,SC-778N (Botetourt County) - ADT 390,2010,263.00783602,0.00193142587412495
62,18-OCT-11,SC-1308E (Franklin County),  3301308,33-1308 River Creek Rd,33-1309 Drue Rd,33-1307 Cardinal Dr,110,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.13,Franklin County,0.16,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01308EB,739017,1,1,48000,SC-1308E (Franklin County) - ADT 110,2011,60.37246899,0.000530843574492037
63,22-JUL-11,SC-726N (Franklin County),  3300726,33-726 Wades Gap Rd,33-744 Webster Corner Rd,33-664 Hicks Hollow Rd,120,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.35,Franklin County,4.85,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00726NB,738437,1,1,48000,SC-726N (Franklin County) - ADT 120,2011,6650.21994743,0.0520510829273934
64,20-SEP-06,SC-866N (Roanoke County),  8000866,80-866 Mount Pleasant Blvd,80-617 Pitzer Rd,80-809 Sunnyvale St,1400,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.51,Roanoke County,0.74,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00866NB,765967,1,1,24000,SC-866N (Roanoke County) - ADT 1400,2006,442.28037334,0.00343079536764749
65,29-MAY-07,SC-859N (Bedford County),  0900859,09-859 Brittle St,09-619 Turner Branch Rd,Dead End,170,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.05,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00859NB,706116,1,1,48000,SC-859N (Bedford County) - ADT 170,2007,142.40098439,0.00102857078921405
66,27-JUL-10,SC-643E (Bedford County),  0900643,09-643 Bellevue Rd,US 221 Forest Rd,09-762 Goode Station Rd,210,R,0,0,0,0,0,0,X,0,X,0,0,X,Master Prime,14.13,Bedford County,15.36,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00643EB,705728,1,1,48000,SC-643E (Bedford County) - ADT 210,2010,2446.76344798,0.0196931947261276
67,07-JUL-10,SC-1277N (Bedford County),  0901277,09-1277 Whisper Springs Court,09-1276 Farmington Dr,Cul-de-Sac,90,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.32,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01277NB,794718,1,1,24000,SC-1277N (Bedford County) - ADT 90,2010,638.67603244,0.00520149196971803
68,29-JUL-11,SC-643N (Franklin County),  3300643,33-643 Dillons Mill Rd,"33-742 N, Cahas Mtn Rd",33-744 Webster Corner Rd,430,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,11.89,Franklin County,12.29,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00643NB,738241,1,1,48000,SC-643N (Franklin County) - ADT 430,2011,816.22046882,0.00660424522488786
69,12-JUL-07,SC-1031N (Bedford County),  0901031,09-1031 Keeneland Court,09-1030 Meadowridge Dr,Cul-de-Sac,170,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.21,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01031NB,706194,1,1,48000,SC-1031N (Bedford County) - ADT 170,2007,433.17678534,0.0036739511265669
70,2012,VA-117W,  SR00117W,VA 117 Peters Creek Rd,NCL Roanoke,US 11 North of Roanoke,20000,F,95.974,1.305,0.871,0.917,0.925,0.014,F,0.093,F,0.5709,23000,F,Master Non-Prime,5.86,Roanoke County,7.21,Roanoke County,0.23529,0.07812,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00117WB,20401,1,2,1600000,VA-117W - ADT 20000,2012,2782.22679249,0.0231642906613941
71,2012,I-581N Ramp 3A,  IS00581N003A,I-581 NB Exit 003A Ramp,I-581 North,"US 460 E, Orange Ave",8700,F,0,0,0,0,0,0,X,0.0861,F,1,8700,F,Master Prime,0,Roanoke County,0.18,Roanoke County,0.00102,0.00583,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   IS00581NB      RMP003.00A,790823,1,1,100000,I-581N Ramp 3A - ADT 8700,2012,523.83640527,0.00412136920797757
72,12-OCT-06,SC-1245E (Roanoke County),  8001245,80-1245 Arabian Lane,80-1246 Filly Court,Cul-de-Sac,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.69,Roanoke County,0.88,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01245EB,766383,1,1,48000,SC-1245E (Roanoke County) - ADT 40,2006,398.95635652,0.00345345386187849
73,16-JAN-08,SC-696N (Montgomery County),  6000696,60-696 Wake Forest Rd,1.00 MN 60-652,Dead End,400,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1,Montgomery County,1.5,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00696NB,753997,1,1,48000,SC-696N (Montgomery County) - ADT 400,2008,673.32407497,0.00571348946177435
74,19-DEC-07,SC-823N (Montgomery County),  6000823,60-823 Gingerbread Rd,"US 11; US 460",Dead End,120,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,0.3,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00823NB,754145,1,1,48000,SC-823N (Montgomery County) - ADT 120,2007,562.52264622,0.00454482017075498
75,2012,SC-601N (Roanoke County),  8000601,80-601 Shadwell Dr,80-627 Shadwell Dr,Botetourt County Line,5500,F,96.949,0.373,0.435,0.595,1.65,0,F,0.1045,F,0.5977,5900,F,Bidirectional,2.19,Roanoke County,2.88,Roanoke County,0.03449,0.03449,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00601NB,400513,1,1,200000,SC-601N (Roanoke County) - ADT 5500,2012,1366.523244,0.0109580373869165
76,05-MAR-10,SC-651E (Botetourt County),  1100651,11-651 Stoney Battery Rd,11-716 Apple Orchard Lane,ECL Troutville,410,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,1.37,Botetourt County,1.7,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00651EB,706963,1,1,48000,SC-651E (Botetourt County) - ADT 410,2010,668.47680837,0.00560032474058416
77,02-JUN-10,SC-640N (Bedford County),  0900640,09-640 Wheats Valley Rd,"09-643 S, Jopling Rd",09-850 Meadors Mill Rd,520,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,3.05,Bedford County,4.05,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00640NB,705718,1,1,48000,SC-640N (Bedford County) - ADT 520,2010,2013.38904667,0.0146700207522826
78,16-MAR-12,SC-624N (Floyd County),  3100624,31-624 Shady Grove Rd,31-759 Vaughn Mill Rd,31-622 Indian Valley Post Office Rd,90,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,2.81,Floyd County,6.41,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00624NB,737489,1,1,48000,SC-624N (Floyd County) - ADT 90,2012,7165.9486909,0.0574002635004701
79,16-MAR-12,SC-767E (Floyd County),  3100767,31-767 Talford Rd,31-768 Firehouse Rd,31-789 Clay Rd,170,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Floyd County,0.3,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00767EB,737788,1,1,48000,SC-767E (Floyd County) - ADT 170,2012,702.85847804,0.00625240313987149
80,20-JUL-11,SC-1007N (Franklin County),  3301007,33-1007 Treetop Rd,33-1019 Tripple Creek Rd,Dead End,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.65,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01007NB,738828,1,1,48000,SC-1007N (Franklin County) - ADT 100,2011,1135.16552952,0.00825084699147092
81,19-JUN-07,SC-841E (Bedford County),  0900841,09-841 Brookhill Rd,09-643 Cifax Rd,US 221 Forest Rd,400,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.4,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00841EB,706096,1,1,48000,SC-841E (Bedford County) - ADT 400,2007,930.69787775,0.00808602400337125
82,14-MAY-08,SC-1144E (Franklin County),  3301144,33-1144 Freedom Lane,Cul-de-Sac,SR 122 Booker T Washington Hwy,380,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.65,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01144EB,792988,1,1,48000,SC-1144E (Franklin County) - ADT 380,2008,1310.24784533,0.0106046952594624
83,17-JUN-09,SC-1812N (Roanoke County),  8001812,80-1812 Peyton St,"80-1814 S, Hugh Ave","80-1814 N, Hugh Ave",240,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.03,Roanoke County,0.08,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01812NB,767022,1,1,24000,SC-1812N (Roanoke County) - ADT 240,2009,107.77111319,0.000811896655753404
84,02-JUL-08,SC-637E (Franklin County),  3300637,33-637 Brandy Oak Rd,"33-789 S, Dry Hill Rd",33-788 Dry Hill Rd,40,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,2.35,Franklin County,3.2,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00637EB,738224,1,1,48000,SC-637E (Franklin County) - ADT 40,2008,1697.31664106,0.0146245597384265
85,15-SEP-11,SC-793E (Franklin County),  3300793,33-793 Runnett Bag Rd,33-836 Turkey Branch Rd,33-818 Hurds Branch Rd,140,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,2.8,Franklin County,4.11,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00793EB,738555,1,1,48000,SC-793E (Franklin County) - ADT 140,2011,2477.06674844,0.0185270550204517
86,24-JUN-10,SC-1564N (Bedford County),  0901564,09-1564 Twin Creek Terrace,09-1573 Ramblewood Rd,Dead End,180,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.19,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01564NB,706532,1,1,24000,SC-1564N (Bedford County) - ADT 180,2010,390.89675856,0.00320749740422331
87,2012,VA-419N,  SR00419,VA 419 Electric Rd,US 221 Brambleton Ave,SCL Salem,25000,F,98.767,0.234,0.398,0.191,0.411,0.003,F,0.0892,F,0.525,27000,F,Master Prime,2.28,Roanoke County,5.44,Roanoke County,0.04371,0.0223,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   SR00419NB,20190,1,1,1600000,VA-419N - ADT 25000,2012,6496.80724941,0.05150631353163
88,09-MAR-12,SC-770N (Floyd County),  3100770,31-770 Big Rock Rd,31-768 Kyle Weeks Rd,US 221 Floyd Hwy South,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Floyd County,0.4,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00770NB,737799,1,1,48000,SC-770N (Floyd County) - ADT 100,2012,774.36995731,0.00591939502807708
89,26-JUL-07,SC-724E (Bedford County),  0900724,09-724 Holland Forks Rd,"09-722 Five Forks Rd; 09-723 McDaniel Rd",2.01 ME 09-722,120,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,2.01,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC00724EB,705909,1,1,48000,SC-724E (Bedford County) - ADT 120,2007,3919.50173668,0.0325752847680763
90,2012,I-581S Ramp 6B,  IS00581S006B,I-581 SB Exit 006B Ramp,I-581 South,"SR 117 W, Peters Creek Rd",2000,F,0,0,0,0,0,0,X,0.1453,F,1,2000,F,Master Non-Prime,0,Roanoke County,0.19,Roanoke County,0.00172,0.00984,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   IS00581SB      RMP006.00B,790836,1,1,100000,I-581S Ramp 6B - ADT 2000,2012,654.46612441,0.00500377618074216
91,18-NOV-11,SC-915E (Franklin County),  3300915,33-915 Timberline Rd,SR 40 Franklin St,"33-623 Union Rd; Timberline Rd",810,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.1,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00915EB,738703,1,1,48000,SC-915E (Franklin County) - ADT 810,2011,193.12402267,0.00158874813605115
92,2012,SC-775E (Franklin County),  3300775,33-775 Iron Ridge Rd,33-919 Grassy Hill Rd,US 220 Virgil H Goode Hwy,560,G,98.48,0.169,0.507,0.422,0.422,0,C,0.0992,F,0.5763,580,G,Bidirectional,0,Franklin County,3.59,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00775EB,405886,1,1,200000,SC-775E (Franklin County) - ADT 560,2012,7076.59994804,0.0561288299260282
93,25-AUG-11,SC-654E (Franklin County),  3300654,33-654 Windlass Rd,33-616 Morewood Rd,33-1345 Anchor Dr,1400,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,1.05,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00654EB,738262,1,1,48000,SC-654E (Franklin County) - ADT 1400,2011,1981.29357759,0.0159015318232445
94,2012,US-11N,  US00011,US 11 Lee Highway,NCL Troutville,11-640 Brughs Mill Rd,4800,G,94.914,1.027,0.957,1.46,1.641,0.02,C,0.0958,F,0.6383,5100,G,Bidirectional,165.09,Botetourt County,168.07,Botetourt County,0.15903,0.21938,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   US00011NB,20228,1,1,400000,US-11N - ADT 4800,2012,6069.4564009,0.0494810653386324
95,20-MAY-08,SC-1015N (Franklin County),  3301015,33-1015 Lakeview Dr,33-1014 Lakeview Dr,33-1017 Cornell Rd,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.16,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01015NB,738846,1,1,48000,SC-1015N (Franklin County) - ADT 70,2008,320.60701425,0.00253458410112148
96,10-OCT-06,SC-698E (Roanoke County),  8000698,80-698 Keffer Rd,SR 311 Catawba Valley Dr,SR 320 Catawba Hospital Dr,230,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.8,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00698EB,765732,1,1,48000,SC-698E (Roanoke County) - ADT 230,2006,1753.54419672,0.0143152871045467
97,20-SEP-11,SC-1314N (Franklin County),  3301314,33-1314 Key Lakewood Dr,33-1315 Chivas Circle,33-601 Dudley Amos Rd,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.24,Franklin County,0.4,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC01314NB,739027,1,1,48000,SC-1314N (Franklin County) - ADT 80,2011,321.27858783,0.00242160788527248
98,15-JUN-10,SC-1206N (Bedford County),  0901206,09-1206 Woodville Dr,Dead End,09-1201 Woodlawn Dr,230,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.15,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01206NB,706280,1,1,24000,SC-1206N (Bedford County) - ADT 230,2010,294.8916055,0.00226617342430067
99,25-JAN-05,SC-673E (Montgomery County),  6000673,60-673 Camp Carysbrook Rd,60-672 Camp Carysbrook Rd,SR 8 Riner Rd,330,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Montgomery County,2.5,Montgomery County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA060SC00673EB,753968,1,1,48000,SC-673E (Montgomery County) - ADT 330,2005,5009.24287529,0.0427720093886281
100,02-APR-08,SC-735E (Floyd County),  3100735,31-735 Dusty Rock Rd,0.02 ME 31-750,31-864 Country Lane,80,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.02,Floyd County,1.82,Floyd County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA031SC00735EB,737728,1,1,48000,SC-735E (Floyd County) - ADT 80,2008,3264.04817241,0.0277640828962771
101,2012,SC-613N (Roanoke County),  8000613,80-613 Merriman Rd,Franklin County Line,80-688 Cotton Hill Rd,1500,F,98.481,0.203,0.284,0.79,0.243,0,F,0.1405,F,0.8105,1500,F,Bidirectional,0,Roanoke County,1.05,Roanoke County,0.12224,0.04075,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00613NB,400533,1,1,200000,SC-613N (Roanoke County) - ADT 1500,2012,2141.89056062,0.0160536581156602
102,12-AUG-09,SC-845N (Roanoke County),  8000845,80-845 South Indian Grave Dr,80-676 Back Creek Rd,Dead End,20,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.55,Roanoke County,0.75,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00845NB,765938,1,1,48000,SC-845N (Roanoke County) - ADT 20,2009,312.66489043,0.00229957981894224
103,02-JUL-08,SC-993E (Franklin County),  3300993,33-993 Remington Rd,Blue Ridge Pkwy,Floyd County Line,30,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0.04,Franklin County,0.14,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00993EB,738810,1,1,48000,SC-993E (Franklin County) - ADT 30,2008,203.64285598,0.00160528818660673
104,10-JUL-09,SC-1287E (Roanoke County),  8001287,80-1287 Cascades Court,80-1286 Pine Valley Lane,Cul-de-Sac,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Roanoke County,0.05,Roanoke County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC01287EB,795302,1,1,24000,SC-1287E (Roanoke County) - ADT 100,2009,78.79337693,0.000706509375836851
105,04-MAY-10,SC-617E (Botetourt County),  1100617,11-617 Schoolhouse Rd,"11-625 N, Pico Rd",11-627 Red Horse Lane,500,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.75,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00617EB,706865,1,1,48000,SC-617E (Botetourt County) - ADT 500,2010,1477.69689996,0.0121891881001801
106,2012,SC-694N (Roanoke County),  8000694,80-694 Twelve OClock Knob Rd,80-695 Ridgelea Rd,80-1990 Country Lane,320,F,95.87,2.065,1.032,1.032,0,0,C,0.1372,F,0.5111,340,F,Bidirectional,1.87,Roanoke County,2.44,Roanoke County,0.60917,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA080SC00694NB,300839,1,1,200000,SC-694N (Roanoke County) - ADT 320,2012,1490.0961615,0.0118436715354848
107,02-MAY-08,SC-970N (Franklin County),  3300970,33-970 Wright Rd,33-613 Naff Rd,Dead End,100,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.4,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00970NB,738782,1,1,48000,SC-970N (Franklin County) - ADT 100,2008,791.28897993,0.00692831431470819
108,07-MAY-08,SC-851E (Franklin County),  3300851,33-851 Bowman Rd,Dead End,33-735 Retreat Rd,70,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Franklin County,0.3,Franklin County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA033SC00851EB,738630,1,1,48000,SC-851E (Franklin County) - ADT 70,2008,596.957869,0.00486652470813257
109,2012,I-81N,  IS00081N,I-81 NB,80-647 Dow Hollow Rd,Urban Boundary,50000,G,75.878,0.799,0.876,0.71,20.23,1.522,F,0.0934,X,0.5801,50000,G,Master Prime,132.65,Roanoke County,134.76,Roanoke County,0.17372,1.1703,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA   IS00081NB,20433,1,1,4000000,I-81N - ADT 50000,2012,4117.13846617,0.0350312688118351
110,09-JUL-10,SC-1314E (Bedford County),  0901314,09-1314 Brigade Place,Dead End,"09-1313, A P Hill Place",270,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Bedford County,0.2,Bedford County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA009SC01314EB,792722,1,1,48000,SC-1314E (Bedford County) - ADT 270,2010,405.72200609,0.00340202537210256
111,19-MAY-10,SC-836E (Botetourt County),  1100836,11-836 Hill Dr,Cul-de-Sac,11-630 Blacksburg Rd,130,R,0,0,0,0,0,0,X,0,X,0,0,X,Bidirectional,0,Botetourt County,0.23,Botetourt County,0,0,mailto:Tom.Schinkel@VDOT.Virginia.gov,http://coapp09/website/Layer_Info/Traffic_Link.htm,R-VA011SC00836EB,786006,1,1,48000,SC-836E (Botetourt County) - ADT 130,2010,461.92172948,0.00378418184250846
